Time (s),Speed (km/h),Acceleration (m/s²),Power Demand (kW),Engine Power (kW),Battery Power (kW),Fuel Consumption (L/100km),SOC (%),Battery Degradation (%),Regenerative Braking Power (kW),Total Energy Used (kWh),Driving Cycle Type,Target Efficiency
967,77.01410649,0.611927959,39.73757625,26.35241093,13.38516532,4.945158586,78.44804725,2.155195275,0,39.73757625,Highway,Low Efficiency
968,49.39763074,0.168977777,56.10235006,29.41390804,26.68844201,5.828012465,78.42135881,2.157864119,0,56.10235006,WLTC,Low Efficiency
969,28.53837347,-0.296120422,54.74742105,30.1460339,24.60138714,5.853952502,78.39675742,2.160324258,9.39540451,64.14282556,Highway,Low Efficiency
970,51.92156622,0.487856689,53.77554733,29.93282171,23.84272562,0.002339066,78.3729147,2.16270853,0,53.77554733,WLTC,High Efficiency
971,39.78422514,0.000377754,48.17959569,22.0772572,26.10233848,4.030463694,78.34681236,2.165318764,0,48.17959569,WLTC,High Efficiency
972,62.60965323,0.342928909,68.30743825,41.45214669,26.85529156,2.880817133,78.31995707,2.168004293,0,68.30743825,Urban,High Efficiency
973,40.21064031,-1.076865287,54.93195688,36.85346629,18.0784906,5.60045914,78.30187857,2.169812143,3.356337259,58.28829414,WLTC,Low Efficiency
974,43.3072485,0.223490859,40.31664137,18.10667717,22.20996419,4.566661378,78.27966861,2.172033139,0,40.31664137,HWFET,Low Efficiency
975,21.65688904,-0.319292913,52.48305476,22.35229591,30.13075885,5.023081347,78.24953785,2.175046215,6.199774064,58.68282882,Urban,Low Efficiency
976,43.21540521,0.826654819,57.52483377,35.74970946,21.77512431,1.882220377,78.22776273,2.177223727,0,57.52483377,Highway,High Efficiency
977,13.6418101,0.311543674,44.11891401,21.26357604,22.85533797,4.535221663,78.20490739,2.179509261,0,44.11891401,Urban,Low Efficiency
978,26.24145765,0.119928873,60.89272247,35.75369557,25.1390269,6.672695378,78.17976836,2.182023164,0,60.89272247,WLTC,Low Efficiency
979,61.40621984,0.243154997,53.82033706,32.7619193,21.05841776,7.114174225,78.15870994,2.184129006,0,53.82033706,Highway,Low Efficiency
980,61.78700238,-0.499220426,26.57521662,13.19654113,13.37867549,6.078295129,78.14533127,2.185466873,1.705163585,28.28038021,HWFET,Low Efficiency
981,56.38186343,0.811628345,52.99671977,34.15868485,18.83803492,2.99680206,78.12649323,2.187350677,0,52.99671977,Urban,High Efficiency
982,35.49535785,0.995685209,45.93970846,25.95578343,19.98392503,6.889102704,78.10650931,2.189349069,0,45.93970846,WLTC,Low Efficiency
983,49.28432966,0.196456755,55.37179815,36.5841372,18.78766095,6.086003383,78.08772165,2.191227835,0,55.37179815,Highway,Low Efficiency
984,49.94596191,0.795201784,59.4421484,37.38840195,22.05374645,4.824216449,78.0656679,2.19343321,0,59.4421484,HWFET,Low Efficiency
985,32.62452966,-0.284574099,51.95162047,34.31782166,17.63379881,1.962445528,78.0480341,2.19519659,1.525771918,53.47739239,HWFET,High Efficiency
986,72.55097453,-0.398556783,66.65252234,27.06415103,39.58837131,6.430392426,78.00844573,2.199155427,2.468182558,69.1207049,Urban,Low Efficiency
987,63.16043436,0.020462374,48.21293115,22.80721764,25.40571352,4.111750505,77.98304002,2.201695998,0,48.21293115,Highway,High Efficiency
988,46.68553739,0.217470519,56.24817823,24.0181061,32.23007214,5.519248732,77.95080995,2.204919005,0,56.24817823,WLTC,Low Efficiency
989,50.40328758,-0.196993341,58.04942574,30.91856988,27.13085586,5.102590791,77.92367909,2.207632091,4.208332037,62.25775777,Highway,Low Efficiency
990,53.12574212,0.268884095,49.02654031,32.70011586,16.32642445,7.307592477,77.90735267,2.209264733,0,49.02654031,HWFET,Low Efficiency
991,19.37397697,0.153194741,57.78774308,31.2205262,26.56721688,4.811949521,77.88078545,2.211921455,0,57.78774308,Highway,Low Efficiency
992,46.29233926,-0.499153388,44.05327013,28.85109954,15.20217059,4.977329615,77.86558328,2.213441672,8.612489631,52.66575976,Urban,Low Efficiency
993,39.77023628,0.259396509,45.77431581,22.80263432,22.97168149,7.367923086,77.8426116,2.21573884,0,45.77431581,Highway,Low Efficiency
994,34.97569985,0.431764121,36.8751131,18.50655069,18.36856241,4.012666634,77.82424303,2.217575697,0,36.8751131,Highway,High Efficiency
995,45.78349561,0.085734659,52.41409116,35.04765272,17.36643845,6.221484277,77.8068766,2.21931234,0,52.41409116,Urban,Low Efficiency
996,76.9652979,0.576324052,53.25251676,28.10375712,25.14875964,4.702076416,77.78172784,2.221827216,0,53.25251676,Highway,Low Efficiency
997,59.61264292,-0.608701897,61.79263159,39.35755898,22.4350726,3.496187057,77.75929276,2.224070724,6.6579941,68.45062569,Urban,High Efficiency
998,41.43231515,0.233975211,57.91140004,27.27586777,30.63553228,5.00174148,77.72865723,2.227134277,0,57.91140004,Urban,Low Efficiency
999,58.58874172,-0.585140353,47.15204443,32.28218744,14.869857,6.03755767,77.71378737,2.228621263,6.769654846,53.92169928,Urban,Low Efficiency
1000,70.99033155,-0.557040679,38.21820313,21.87508569,16.34311743,7.03056476,77.69744426,2.230255574,5.521367878,43.73957101,HWFET,Low Efficiency
1001,63.86950524,-0.315465417,54.32850403,34.10727568,20.22122835,7.212040978,77.67722303,2.232277697,9.52521664,63.85372067,Highway,Low Efficiency
1002,50.89445555,-0.471030092,61.10753172,26.08403773,35.02349399,4.557853889,77.64219953,2.235780047,5.071771608,66.17930333,Urban,Low Efficiency
1003,40.29594833,-0.273997909,57.55184974,31.52686114,26.02498859,3.519126152,77.61617455,2.238382545,4.494120293,62.04597003,WLTC,High Efficiency
1004,60.4733497,-0.107075155,60.84477525,40.78495556,20.05981968,4.521891651,77.59611473,2.240388527,2.475455657,63.32023091,WLTC,Low Efficiency
1005,55.90228078,0.418577243,47.88110469,31.7505154,16.13058929,3.22770387,77.57998414,2.242001586,0,47.88110469,HWFET,High Efficiency
1006,63.4278983,-0.160579519,45.33381032,18.77020064,26.56360967,4.673920701,77.55342053,2.244657947,5.4815493,50.81535962,Urban,Low Efficiency
1007,59.52757703,-0.792812853,42.63098648,20.93648419,21.69450229,4.487502075,77.53172602,2.246827398,3.148901867,45.77988834,Urban,High Efficiency
1008,65.74329073,0.570033923,49.44103533,26.35187416,23.08916117,6.091235306,77.50863686,2.249136314,0,49.44103533,HWFET,Low Efficiency
1009,41.97147183,-0.418545067,49.21409204,22.22899374,26.9850983,1.69109723,77.48165177,2.251834823,2.061190783,51.27528282,Highway,High Efficiency
1010,69.76091098,-0.029360214,52.06677629,32.22930814,19.83746815,3.899588081,77.4618143,2.25381857,8.381726722,60.44850301,Urban,High Efficiency
1011,52.96399407,0.223268253,48.70702543,22.17891931,26.52810612,3.911722543,77.43528619,2.256471381,0,48.70702543,Urban,High Efficiency
1012,81.12891309,0.099805209,48.6637227,24.52612247,24.13760023,6.780690879,77.41114859,2.258885141,0,48.6637227,WLTC,Low Efficiency
1013,39.66218273,0.547089774,42.23305947,25.29693496,16.93612451,3.329233434,77.39421247,2.260578753,0,42.23305947,Urban,High Efficiency
1014,76.03945705,0.239501572,59.41619014,32.3596497,27.05654043,5.339986039,77.36715593,2.263284407,0,59.41619014,HWFET,Low Efficiency
1015,52.96866175,-0.43065479,50.76518062,31.5541799,19.21100072,4.807807378,77.34794493,2.265205507,9.960737888,60.72591851,WLTC,Low Efficiency
1016,40.22872995,1.089281087,48.25556066,33.21731212,15.03824854,6.56456379,77.33290668,2.266709332,0,48.25556066,HWFET,Low Efficiency
1017,42.74171249,0.097166732,42.52570747,18.49715209,24.02855538,5.893747797,77.30887812,2.269112188,0,42.52570747,HWFET,Low Efficiency
1018,45.19479038,-0.073670113,36.6808689,22.48061567,14.20025322,5.181865598,77.29467787,2.270532213,2.288090036,38.96895893,Urban,Low Efficiency
1019,56.3624892,0.481962712,63.07964193,29.59086483,33.4887771,4.167999688,77.26118909,2.273881091,0,63.07964193,Highway,High Efficiency
1020,57.84253232,0.124725473,55.54638708,29.12536025,26.42102683,2.221486245,77.23476806,2.276523194,0,55.54638708,Urban,High Efficiency
1021,41.39449994,0.199614096,33.76082157,13.83717042,19.92365116,5.370628484,77.21484441,2.278515559,0,33.76082157,Highway,Low Efficiency
1022,49.63468112,1.246091999,57.63142301,25.40232995,32.22909305,5.795734698,77.18261532,2.281738468,0,57.63142301,WLTC,Low Efficiency
1023,82.13405538,-0.137560714,59.2248117,29.3715496,29.8532621,2.637698581,77.15276206,2.284723794,8.487255705,67.71206741,HWFET,High Efficiency
1024,75.91314755,-0.158880447,51.24376122,25.75489617,25.48886505,3.149458754,77.12727319,2.287272681,4.209718604,55.45347983,HWFET,High Efficiency
1025,56.54485505,0.058289256,65.98110896,44.19913264,21.78197632,5.37849496,77.10549122,2.289450878,0,65.98110896,Urban,Low Efficiency
1026,50.57005217,0.535757968,52.16719642,32.47636849,19.69082793,5.508712529,77.08580039,2.291419961,0,52.16719642,Highway,Low Efficiency
1027,51.8004699,-0.753267015,35.83176472,24.7832153,11.04854942,3.514029035,77.07475184,2.292524816,8.633571296,44.46533602,HWFET,High Efficiency
1028,59.20276959,-0.982777946,53.65169001,31.10303569,22.54865432,4.13890293,77.05220318,2.294779682,9.670879098,63.32256911,HWFET,High Efficiency
1029,34.65811152,-0.293557635,52.44897302,24.78288031,27.66609271,2.245266742,77.02453709,2.297546291,7.482078217,59.93105123,Highway,High Efficiency
1030,46.13935194,-0.81696148,43.96703151,21.90861831,22.0584132,7.065895856,77.00247868,2.299752132,0.056228863,44.02326037,HWFET,Low Efficiency
1031,24.97123889,-0.212415674,55.73558837,27.64210836,28.09348001,3.050188389,76.9743852,2.30256148,1.347007605,57.08259597,HWFET,High Efficiency
1032,55.98834684,0.251249848,33.32334734,16.5933041,16.73004324,5.813389087,76.95765516,2.304234484,0,33.32334734,HWFET,Low Efficiency
1033,59.7079391,-0.445374432,59.90566827,36.05657786,23.84909041,4.947558956,76.93380607,2.306619393,1.01213743,60.9178057,Highway,Low Efficiency
1034,42.75220307,-0.713413288,41.21878296,23.05129022,18.16749274,6.934390429,76.91563857,2.308436143,3.83034956,45.04913252,Highway,Low Efficiency
1035,73.60980145,0.034668581,40.15053875,20.70271202,19.44782673,3.811618861,76.89619075,2.310380925,0,40.15053875,WLTC,High Efficiency
1036,31.61351505,0.431271742,48.86175228,21.73013711,27.13161516,5.091879066,76.86905913,2.313094087,0,48.86175228,HWFET,Low Efficiency
1037,28.0343768,-0.847486719,54.32972928,22.09273613,32.23699315,2.452359636,76.83682214,2.316317786,8.822353516,63.1520828,HWFET,High Efficiency
1038,53.36677728,0.410116199,51.63924064,24.04583323,27.59340741,2.092209745,76.80922873,2.319077127,0,51.63924064,WLTC,High Efficiency
1039,65.70647454,0.408653102,42.57340834,18.40199053,24.17141782,5.894500376,76.78505731,2.321494269,0,42.57340834,Highway,Low Efficiency
1040,75.25891537,0.477042551,44.93910709,28.56480234,16.37430475,2.322461241,76.76868301,2.323131699,0,44.93910709,Highway,High Efficiency
1041,43.11673606,0.609240107,38.66957653,16.77290513,21.8966714,4.657673698,76.74678634,2.325321366,0,38.66957653,Urban,Low Efficiency
1042,66.1802125,1.101006962,47.75320098,29.47654537,18.27665562,6.516943172,76.72850968,2.327149032,0,47.75320098,Highway,Low Efficiency
1043,49.42237296,-0.178046024,60.75021215,31.32873902,29.42147312,6.120027284,76.69908821,2.330091179,4.384266121,65.13447827,Urban,Low Efficiency
1044,47.4105905,0.05478579,49.95737062,21.08268567,28.87468495,4.003121768,76.67021352,2.332978648,0,49.95737062,WLTC,High Efficiency
1045,63.25489906,-0.208219217,58.59414255,37.72402313,20.87011942,2.617245295,76.6493434,2.33506566,4.929840078,63.52398263,Highway,High Efficiency
1046,59.78484318,0.000988422,64.55401338,37.04684923,27.50716415,5.764242292,76.62183624,2.337816376,0,64.55401338,WLTC,Low Efficiency
1047,26.35411765,0.766436678,44.11981481,20.76845221,23.3513626,7.013385174,76.59848488,2.340151512,0,44.11981481,Urban,Low Efficiency
1048,72.14810525,-0.672507242,48.13426747,32.17315387,15.9611136,4.006642882,76.58252376,2.341747624,4.696838534,52.831106,HWFET,High Efficiency
1049,70.70137031,-0.430524836,71.71192861,29.65843974,42.05348887,3.795030712,76.54047027,2.345952973,2.397479803,74.10940841,HWFET,High Efficiency
1050,40.61655948,0.688590468,64.44343412,29.67915824,34.76427588,4.212647056,76.505706,2.3494294,0,64.44343412,WLTC,High Efficiency
1051,55.937053,0.510018253,33.27595474,20.81790576,12.45804899,5.857413066,76.49324795,2.350675205,0,33.27595474,HWFET,Low Efficiency
1052,57.41045279,-0.181565823,53.87148316,33.01316563,20.85831753,6.84277641,76.47238963,2.352761037,6.401270861,60.27275402,WLTC,Low Efficiency
1053,53.91010649,0.427201001,50.00559992,24.34180135,25.66379858,3.140589783,76.44672583,2.355327417,0,50.00559992,Urban,High Efficiency
1054,41.74542269,0.170607921,58.26453111,24.38996753,33.87456358,2.752577286,76.41285127,2.358714873,0,58.26453111,HWFET,High Efficiency
1055,39.92564948,0.750137305,42.55021233,27.97350618,14.57670615,8.509994483,76.39827456,2.360172544,0,42.55021233,Urban,Low Efficiency
1056,49.61668894,0.037254797,41.60391628,20.55688159,21.04703469,4.734015818,76.37722753,2.362277247,0,41.60391628,Highway,Low Efficiency
1057,67.59093529,0.512816057,43.23929285,19.83447004,23.40482281,5.379339194,76.35382271,2.364617729,0,43.23929285,HWFET,Low Efficiency
1058,58.15400232,1.321005955,44.28071454,24.56776169,19.71295285,3.962103739,76.33410975,2.366589025,0,44.28071454,HWFET,High Efficiency
1059,44.44078502,0.299049578,58.15324167,39.14109536,19.01214631,5.734943464,76.31509761,2.368490239,0,58.15324167,HWFET,Low Efficiency
1060,61.57548066,0.024664083,38.18798827,15.77408217,22.4139061,6.440091312,76.2926837,2.37073163,0,38.18798827,WLTC,Low Efficiency
1061,7.271860691,0.361223493,43.773861,27.56620491,16.20765609,5.449694257,76.27647604,2.372352396,0,43.773861,Highway,Low Efficiency
1062,67.23148551,-0.182640429,32.10987609,18.35856376,13.75131233,7.611287116,76.26272473,2.373727527,3.682618964,35.79249506,Highway,Low Efficiency
1063,23.90429332,1.193983853,60.07117823,31.69564021,28.37553803,4.509883115,76.23434919,2.376565081,0,60.07117823,Highway,Low Efficiency
1064,44.56338588,0.090035519,62.71030099,39.08257298,23.62772801,4.60567629,76.21072147,2.378927853,0,62.71030099,Urban,Low Efficiency
1065,33.20495158,-0.13646666,46.72926569,32.23138612,14.49787957,5.347109527,76.19622359,2.380377641,1.165328206,47.8945939,Highway,Low Efficiency
1066,30.57977786,-0.417844503,47.02050635,22.04142017,24.97908618,5.697442468,76.1712445,2.38287555,7.432202504,54.45270886,WLTC,Low Efficiency
1067,67.41240181,0.548610096,54.53221902,24.16291048,30.36930854,5.341920893,76.14087519,2.385912481,0,54.53221902,WLTC,Low Efficiency
1068,42.98448198,0.433593706,64.74482007,43.62923733,21.11558274,3.07337746,76.11975961,2.388024039,0,64.74482007,Urban,High Efficiency
1069,55.19755823,-0.248677186,54.08610748,32.4887634,21.59734407,5.468772749,76.09816226,2.390183774,1.496028591,55.58213607,Urban,Low Efficiency
1070,49.29619132,0.288225673,43.02458058,22.86308169,20.16149888,4.438739623,76.07800077,2.392199923,0,43.02458058,Highway,High Efficiency
1071,57.15561241,-0.754277984,33.81177428,19.33958667,14.47218761,4.128534479,76.06352858,2.393647142,3.078277893,36.89005217,Highway,High Efficiency
1072,51.15232837,0.092485288,38.84873737,24.22934258,14.61939479,5.048723082,76.04890918,2.395109082,0,38.84873737,WLTC,Low Efficiency
1073,30.75511664,0.226378176,50.7321945,32.05815919,18.67403531,3.557715969,76.03023515,2.396976485,0,50.7321945,WLTC,High Efficiency
1074,64.94400229,0.853664905,43.44672477,29.36860669,14.07811807,3.296913014,76.01615703,2.398384297,0,43.44672477,Highway,High Efficiency
1075,42.59365125,-0.385409401,51.94967706,27.43217434,24.51750272,1.07679656,75.99163953,2.400836047,2.973732921,54.92340998,WLTC,High Efficiency
1076,26.65127152,-0.639176314,44.47075984,21.70276577,22.76799407,7.620855993,75.96887153,2.403112847,9.05578501,53.52654485,Urban,Low Efficiency
1077,43.57827259,-0.44771398,39.41853569,23.33180289,16.08673279,5.833596979,75.9527848,2.40472152,0.536533087,39.95506877,WLTC,Low Efficiency
1078,72.51139686,-0.66828425,38.22968369,20.0598173,18.16986638,4.824853818,75.93461493,2.406538507,0.83523705,39.06492074,Highway,Low Efficiency
1079,62.75332613,0.668328679,65.62354509,37.95531557,27.66822952,3.999165145,75.9069467,2.40930533,0,65.62354509,Urban,High Efficiency
1080,44.77021798,0.774319648,58.88987749,30.97582466,27.91405283,0.685951577,75.87903265,2.412096735,0,58.88987749,WLTC,High Efficiency
1081,44.76113444,0.160108289,67.30517952,30.01129447,37.29388504,3.907206686,75.84173877,2.415826123,0,67.30517952,Urban,High Efficiency
1082,45.17547423,0.610647473,55.39950901,29.96160707,25.43790194,6.073799506,75.81630086,2.418369914,0,55.39950901,Highway,Low Efficiency
1083,81.15121975,0.06697919,45.70008591,27.75253551,17.9475504,6.413261455,75.79835331,2.420164669,0,45.70008591,WLTC,Low Efficiency
1084,55.72903178,-0.047555824,63.23340922,40.45579572,22.77761351,5.96343799,75.7755757,2.42244243,2.804599939,66.03800916,Highway,Low Efficiency
1085,56.45062471,-0.16651881,49.66931999,27.2186822,22.45063778,5.237587934,75.75312506,2.424687494,7.36337639,57.03269638,HWFET,Low Efficiency
1086,65.45425181,-0.155195496,52.2084177,23.47140972,28.73700798,6.955811219,75.72438806,2.427561194,7.020233882,59.22865158,Highway,Low Efficiency
1087,53.58183739,-0.773900778,49.57175621,25.9957419,23.57601431,4.507194167,75.70081204,2.429918796,9.549271764,59.12102797,HWFET,Low Efficiency
1088,46.11436781,0.132127382,20.53095781,13.05539337,7.475564441,6.627783374,75.69333648,2.430666352,0,20.53095781,Urban,Low Efficiency
1089,47.05475226,-0.020166955,66.04735012,34.59941829,31.44793183,4.423126334,75.66188854,2.433811146,6.94817753,72.99552765,Urban,High Efficiency
1090,48.92598111,0.372680362,54.91003946,33.43797579,21.47206367,3.678288037,75.64041648,2.435958352,0,54.91003946,HWFET,High Efficiency
1091,49.44166645,0.046761748,53.29823061,29.42936978,23.86886083,3.491430529,75.61654762,2.438345238,0,53.29823061,Urban,High Efficiency
1092,60.91444315,-0.081351851,49.38223938,23.32653718,26.05570219,3.403255368,75.59049192,2.440950808,2.962367329,52.34460671,Urban,High Efficiency
1093,50.77918829,-0.435596515,51.6342782,32.98630833,18.64796988,5.988602043,75.57184395,2.442815605,3.000921092,54.6351993,Highway,Low Efficiency
1094,60.98960116,0.036076618,44.02721064,18.7231893,25.30402134,3.885881643,75.54653993,2.445346007,0,44.02721064,HWFET,High Efficiency
1095,48.7892513,0.369118615,56.16579352,31.31058118,24.85521234,3.450456732,75.52168471,2.447831529,0,56.16579352,WLTC,High Efficiency
1096,51.17952785,-0.571669496,36.92901656,17.08584876,19.8431678,6.070602829,75.50184155,2.449815845,9.120200041,46.0492166,Urban,Low Efficiency
1097,20.02698973,0.043736877,51.86068432,21.78769455,30.07298978,5.491955586,75.47176856,2.452823144,0,51.86068432,Urban,Low Efficiency
1098,63.74491512,0.116521476,55.61573471,30.63760601,24.9781287,6.443887974,75.44679043,2.455320957,0,55.61573471,WLTC,Low Efficiency
1099,55.19732714,-0.359032392,48.01330866,26.40101306,21.6122956,5.768899267,75.42517813,2.457482187,7.760999297,55.77430796,Highway,Low Efficiency
1100,64.97015165,-0.293928152,53.70867792,32.87348503,20.8351929,3.87033263,75.40434294,2.459565706,3.123206299,56.83188422,Highway,High Efficiency
1101,6.556169327,0.115305424,40.08665608,24.9910319,15.09562418,5.114153625,75.38924732,2.461075268,0,40.08665608,Highway,Low Efficiency
1102,81.32562057,-0.566710509,40.34173229,24.94480374,15.39692855,5.187699486,75.37385039,2.462614961,9.829892097,50.17162439,WLTC,Low Efficiency
1103,47.90615558,0.174961858,52.36717121,27.38109817,24.98607304,3.621262012,75.34886431,2.465113569,0,52.36717121,Highway,High Efficiency
1104,66.62274225,-0.447677187,56.78549655,33.47544409,23.31005246,3.343062539,75.32555426,2.467444574,1.136338898,57.92183544,Urban,High Efficiency
1105,34.40141109,0.531426847,31.25134344,17.90963156,13.34171189,3.978917586,75.31221255,2.468778745,0,31.25134344,Highway,High Efficiency
1106,59.19160858,1.168913873,55.22020635,29.07170069,26.14850566,8.054873535,75.28606404,2.471393596,0,55.22020635,Urban,Low Efficiency
1107,34.19876655,-0.430378401,44.567985,25.81216392,18.75582108,4.380883859,75.26730822,2.473269178,8.514474501,53.0824595,WLTC,High Efficiency
1108,40.64346559,0.267103931,48.07193913,32.88958833,15.1823508,6.849300187,75.25212587,2.474787413,0,48.07193913,Highway,Low Efficiency
1109,78.71047031,-0.363370952,36.60482076,16.76018058,19.84464018,4.297009236,75.23228123,2.476771877,1.04403459,37.64885535,Highway,High Efficiency
1110,47.13976399,0.520477087,41.4838276,27.86599908,13.61782852,6.333258229,75.2186634,2.47813366,0,41.4838276,Urban,Low Efficiency
1111,53.2614931,-0.632629205,59.66125326,24.82126819,34.83998507,6.353737483,75.18382342,2.481617658,5.069675624,64.73092888,WLTC,Low Efficiency
1112,63.05101596,0.240293379,50.32863374,24.78769582,25.54093792,6.428885762,75.15828248,2.484171752,0,50.32863374,Highway,Low Efficiency
1113,57.43522832,-0.436494483,46.17221598,22.46017779,23.71203819,5.581741013,75.13457044,2.486542956,0.423592426,46.59580841,WLTC,Low Efficiency
1114,52.25628358,-0.103492295,48.83511647,28.71063049,20.12448598,7.066049868,75.11444596,2.488555404,2.12321534,50.95833181,Urban,Low Efficiency
1115,55.47441504,-0.515512638,54.89211825,24.11781197,30.77430628,5.567530954,75.08367165,2.491632835,6.932570158,61.82468841,Urban,Low Efficiency
1116,86.05123378,0.411175235,54.40494496,36.16319996,18.241745,7.570294594,75.0654299,2.49345701,0,54.40494496,Highway,Low Efficiency
1117,49.13571804,-0.418490177,49.24973,31.94167194,17.30805805,2.570120295,75.04812185,2.495187815,8.073995293,57.32372529,WLTC,High Efficiency
1118,53.0164857,0.27598213,60.92959111,36.29086757,24.63872353,5.522429372,75.02348312,2.497651688,0,60.92959111,Urban,Low Efficiency
1119,65.75981594,-0.172049014,59.70462637,32.09267851,27.61194786,5.424985389,74.99587118,2.500412882,1.297998008,61.00262438,WLTC,Low Efficiency
1120,66.58288899,-0.057236186,54.13372029,36.80480255,17.32891775,3.595220231,74.97854226,2.502145774,3.972375822,58.10609611,HWFET,High Efficiency
1121,67.80545458,0.073877954,50.54611783,32.8157511,17.73036673,5.869376333,74.96081189,2.503918811,0,50.54611783,HWFET,Low Efficiency
1122,59.58095333,-0.380912336,56.57321095,31.10364274,25.46956821,2.764875987,74.93534232,2.506465768,9.888875716,66.46208667,Highway,High Efficiency
1123,32.85492631,0.105183557,53.14267422,32.44689779,20.69577643,4.018723511,74.91464655,2.508535345,0,53.14267422,WLTC,High Efficiency
1124,74.50147298,0.765167282,60.60800072,34.55134757,26.05665315,2.001368281,74.88858989,2.511141011,0,60.60800072,WLTC,High Efficiency
1125,32.8048191,-0.389047393,58.99561377,34.00404947,24.9915643,7.337939775,74.86359833,2.513640167,9.512837963,68.50845173,Urban,Low Efficiency
1126,54.53953198,0.585905072,39.81746099,19.88057241,19.93688857,4.652675759,74.84366144,2.515633856,0,39.81746099,WLTC,Low Efficiency
1127,38.68586225,0.749048817,39.14036829,21.0819958,18.05837249,8.250326052,74.82560307,2.517439693,0,39.14036829,WLTC,Low Efficiency
1128,49.0379248,-0.408077495,42.98750456,18.20247543,24.78502912,6.20442489,74.80081804,2.519918196,6.689488755,49.67699331,Urban,Low Efficiency
1129,54.93143615,-0.727527303,59.7613869,30.31125079,29.45013611,5.67214732,74.7713679,2.52286321,9.601023049,69.36240995,Highway,Low Efficiency
1130,54.82035823,0.15098045,34.23691003,20.8416695,13.39524054,4.120658459,74.75797266,2.524202734,0,34.23691003,Urban,High Efficiency
1131,56.32881131,-0.273703761,53.94757389,37.00613723,16.94143666,3.430474946,74.74103123,2.525896877,8.03321127,61.98078516,HWFET,High Efficiency
1132,74.20566904,0.93430161,53.62543091,36.94359078,16.68184013,5.784457361,74.72434939,2.527565061,0,53.62543091,WLTC,Low Efficiency
1133,56.80301452,0.01740377,61.62648059,34.92476562,26.70171497,4.892728986,74.69764767,2.530235233,0,61.62648059,WLTC,Low Efficiency
1134,46.33765047,-0.401099704,51.80338691,30.14888093,21.65450598,2.991094527,74.67599316,2.532400684,1.688820866,53.49220777,Highway,High Efficiency
1135,64.46130752,-0.573579756,36.56790609,16.6645929,19.9033132,2.724712375,74.65608985,2.534391015,9.826548294,46.39445439,HWFET,High Efficiency
1136,67.84205733,0.54495248,40.40645039,24.59105993,15.81539046,3.561944406,74.64027446,2.535972554,0,40.40645039,WLTC,High Efficiency
1137,31.58588277,-0.285591987,38.18004478,16.08134467,22.09870011,7.731450838,74.61817576,2.538182424,0.120205902,38.30025068,Urban,Low Efficiency
1138,58.96100105,0.0219144,44.62056034,21.65907458,22.96148576,8.319916877,74.59521427,2.540478573,0,44.62056034,WLTC,Low Efficiency
1139,60.51759113,0.477901373,48.17098433,28.92710983,19.2438745,5.307483721,74.5759704,2.54240296,0,48.17098433,Highway,Low Efficiency
1140,45.53654745,-0.242129176,38.34558474,18.90794093,19.43764381,5.223414194,74.55653276,2.544346724,8.362683983,46.70826872,Urban,Low Efficiency
1141,70.6356022,-0.022964414,64.70661991,26.85027478,37.85634512,4.495519442,74.51867641,2.548132359,5.48458142,70.19120133,WLTC,High Efficiency
1142,47.74916619,-0.008284205,36.74718628,23.86954358,12.8776427,3.598271978,74.50579877,2.549420123,1.017022837,37.76420912,Highway,High Efficiency
1143,51.8836468,0.341662256,63.46103424,31.29257266,32.16846158,7.062768586,74.47363031,2.552636969,0,63.46103424,HWFET,Low Efficiency
1144,47.40392264,0.295372168,61.85163031,25.91160044,35.94002988,7.810364591,74.43769028,2.556230972,0,61.85163031,Urban,Low Efficiency
1145,50.23368571,-0.110056866,58.9830255,24.91657986,34.06644563,3.659871371,74.40362383,2.559637617,0.347377826,59.33040332,Urban,High Efficiency
1146,33.5558737,0.031824531,43.06233393,20.47733001,22.58500392,4.875742432,74.38103883,2.561896117,0,43.06233393,HWFET,Low Efficiency
1147,28.39923676,-0.185889506,53.42450879,24.22292788,29.20158091,4.325200549,74.35183725,2.564816275,2.354807957,55.77931675,Urban,High Efficiency
1148,73.91757595,-0.738806203,37.22628866,23.53781138,13.68847729,4.369641388,74.33814877,2.566185123,3.938662227,41.16495089,Highway,High Efficiency
1149,37.29557978,0.128800429,59.10907035,29.34796162,29.76110873,6.778862383,74.30838766,2.569161234,0,59.10907035,HWFET,Low Efficiency
1150,35.12911476,0.94609588,49.26015218,31.59589192,17.66426026,3.032057682,74.2907234,2.57092766,0,49.26015218,WLTC,High Efficiency
1151,17.6991483,-0.44185957,45.90679785,20.75693307,25.14986479,5.699704536,74.26557354,2.573442646,5.044861888,50.95165974,Highway,Low Efficiency
1152,40.41557378,-0.386514855,37.76255153,20.68873324,17.07381829,6.092357161,74.24849972,2.575150028,4.471742868,42.2342944,HWFET,Low Efficiency
1153,30.1536531,-0.435363886,25.22493881,15.2966839,9.92825491,4.78677324,74.23857146,2.576142854,8.180251088,33.4051899,WLTC,Low Efficiency
1154,74.6302274,0.362295889,39.61459143,23.59434196,16.02024947,6.33960174,74.22255121,2.577744879,0,39.61459143,Highway,Low Efficiency
1155,65.14725634,0.224242727,61.12798196,35.4749411,25.65304086,5.221477761,74.19689817,2.580310183,0,61.12798196,Highway,Low Efficiency
